gene_id,Symbol,Product_Description
PVP01_1317900,MAPK1,"mitogen-activated.protein.kinase.1,.putative"
PVP01_1318000,N/A,"CPP,UF"
PVP01_1318100,LSG1,"large.subunit.GTPase.1,.putative"
PVP01_1318200,N/A,"OST-HTH.associated.domain.protein,.putative"
PVP01_1318300,N/A,"CPP,UF"
PVP01_1318400,N/A,"50S.ribosomal.protein.L17,.putative"
PVP01_1318500,COX2,"cytochrome.c.oxidase.subunit.2,.putative"
PVP01_1318600,N/A,"CPP,UF"
PVP01_1318700,GDH2,"NADP-specific.glutamate.dehydrogenase,.putative"
PVP01_1318800,N/A,"exodeoxyribonuclease.III,.putative"
PVP01_1318900,N/A,"CPP,UF"
PVP01_1319000,ATG5,"autophagy.protein.5,.putative"
PVP01_1319100,N/A,"acid.phosphatase,.putative"
PVP01_1319200,N/A,"aspartyl.protease,.putative"
PVP01_1319300,PTPA,"serine/threonine.protein.phosphatase.2A.activator,.putative"
PVP01_1319400,N/A,"CPP,UF"
PVP01_1319500,N/A,"ADP-dependent.DNA.helicase.RecQ,.putative"
PVP01_1319600,N/A,"coatomer.subunit.beta,.putative"
PVP01_1319700,N/A,"ribosomal.protein.L15,.putative"
PVP01_1319800,N/A,"CPP,UF"
PVP01_1319900,DPH2,"diphthamide.biosynthesis.protein.2,.putative"
PVP01_1320000,N/A,"rRNA.(adenosine-2'-O-)-methyltransferase,.putative"
PVP01_1320100,N/A,CPW-WPC.family.protein
PVP01_1320200,AP2-O3,"AP2.domain.transcription.factor.AP2-O3,.putative"
PVP01_1320300,N/A,"50S.ribosomal.protein.L15,.putative"
PVP01_1320400,N/A,"protein.archease,.putative"
PVP01_1320500,N/A,"CPP,UF"
PVP01_1320600,N/A,"transcription.initiation.TFIID-like,.putative"
PVP01_1320700,N/A,"CPP,UF"
PVP01_1320800,RF1,"peptide.chain.release.factor.1,.putative"
PVP01_1320900,N/A,"protein.kinase,.putative"
PVP01_1321000,N/A,"proliferation-associated.protein.2g4,.putative"
PVP01_1321100,MFS5,"major.facilitator.superfamily.domain-containing.protein,.putative"
PVP01_1321200,WBP11,"WW.domain-binding.protein.11,.putative"
PVP01_1321300,N/A,"CPP,UF"
PVP01_1321400,N/A,leucine-rich.repeat.protein
PVP01_1321500,RRP41,"exosome.complex.exonuclease.RRP41,.putative"
PVP01_1321600,N/A,"CPP,UF"
PVP01_1321700,MIT3,"CorA-like.Mg2+.transporter.protein,.putative"
PVP01_1321800,MSH2-1,"DNA.mismatch.repair.protein.MSH2,.putative"
PVP01_1321900,N/A,"CPP,UF"
PVP01_1322000,N/A,"CPP,UF"
PVP01_1322100,Sel4,"selenoprotein,.putative"
PVP01_1322200,N/A,"lipase,.putative"
PVP01_1322300,N/A,"CPP,UF"
PVP01_1322400,QCR6,"cytochrome.b-c1.complex.subunit.6,.putative"
PVP01_1322500,N/A,"CPP,UF"
PVP01_1322600,PEPC,"phosphoenolpyruvate.carboxylase,.putative"
PVP01_1322700,N/A,"CPP,UF"
PVP01_1322800,ABCG2,"ABC.transporter.G.family.member.2,.putative"
PVP01_1322900,N/A,"MORN.repeat.protein,.putative"
PVP01_1323000,N/A,"dynein.intermediate.chain,.putative"
PVP01_1323100,PRMT1,"protein.arginine.N-methyltransferase.1,.putative"
PVP01_1323200,BTF3,"transcription.factor.BTF3,.putative"
PVP01_1323300,RPL21,"60S.ribosomal.protein.L21,.putative"
PVP01_1323400,N/A,"CPP,UF"
PVP01_1323500,N/A,"CPP,UF"
PVP01_1323600,N/A,"CPP,UF"
PVP01_1323700,N/A,"zinc.finger.protein,.putative"
PVP01_1323800,N/A,"CPP,UF"
PVP01_1323900,N/A,"DEAD/DEAH.box.helicase,.putative"
PVP01_1324000,N/A,"CPP,UF"
PVP01_1324100,N/A,"enoyl-CoA.hydratase,.putative"
PVP01_1324200,N/A,small.nucleolar.RNA.snoR31
PVP01_1324300,N/A,small.nucleolar.RNA.snoR30
PVP01_1324400,N/A,small.nucleolar.RNA.snoR29
PVP01_1324500,N/A,small.nucleolar.RNA.snoR28
PVP01_1324600,N/A,small.nucleolar.RNA.snoR27
PVP01_1324700,N/A,"60S.ribosomal.protein.L7-3,.putative"
PVP01_1324800,N/A,"60S.ribosomal.protein.L5,.putative"
PVP01_1324900,N/A,small.nucleolar.RNA.snoR26
PVP01_1325000,N/A,small.nucleolar.RNA.snoR25
PVP01_1325100,N/A,small.nucleolar.RNA.snoR23
PVP01_1325200,VPS3,"vacuolar.protein.sorting-associated.protein.3,.putative"
PVP01_1325300,N/A,"CPP,UF"
PVP01_1325400,N/A,"calcium-dependent.protein.kinase,.putative"
PVP01_1325500,N/A,"CPP,UF"
PVP01_1325600,N/A,"CPP,UF"
PVP01_1325700,PP7,"serine/threonine.protein.phosphatase.7,.putative"
PVP01_1325800,N/A,"cyclophilin,.putative"
PVP01_1325900,N/A,"ankyrin-repeat.protein,.putative"
PVP01_1326000,NOG2,"nucleolar.GTP-binding.protein.2,.putative"
PVP01_1326100,N/A,"14-3-3.protein,.putative"
PVP01_1326200,ARP4a,"actin-related.protein,.putative"
PVP01_1326300,N/A,"CPP,UF"
PVP01_1326400,N/A,"CPP,UF"
PVP01_1326500,HRD1,"ERAD-associated.E3.ubiquitin-protein.ligase.HRD1,.putative"
PVP01_1326600,N/A,"CPP,UF"
PVP01_1326700,N/A,"DnaJ.protein,.putative"
PVP01_1326800,N/A,"CPP,UF"
PVP01_1326900,N/A,"mitochondrial.ribosomal.protein.L21.precursor,.putative"
PVP01_1327000,COX14,"cytochrome.c.oxidase.assembly.protein.COX14,.putative"
PVP01_1327100,CTR2,"copper.transporter,.putative"
PVP01_1327200,N/A,"CPP,UF"
PVP01_1327300,N/A,"CPP,UF"
PVP01_1327400,TIM8,"mitochondrial.import.inner.membrane.translocase.subunit.TIM8,.putative"
PVP01_1327500,RPC34,"DNA-directed.RNA.polymerase.III.subunit.RPC6,.putative"
PVP01_1327600,N/A,"CPP,UF"
PVP01_1327700,N/A,"40S.ribosomal.protein.S25,.putative"
PVP01_1327800,N/A,"CPP,UF"
PVP01_1327900,N/A,"DIX.domain-containing.protein,.putative"
PVP01_1328000,N/A,"mannose-1-phosphate.guanyltransferase,.putative"
PVP01_1328100,N/A,"dynein.light.chain,.putative"
PVP01_1328200,P113,"surface.protein.P113,.putative"
PVP01_1328300,PANK1,"pantothenate.kinase.1,.putative"
PVP01_1328400,N/A,"CPP,UF"
PVP01_1328500,GlyRS,"glycine--tRNA.ligase,.putative"
PVP01_1328600,HEP1,"DNL-type.zinc.finger.protein,.putative"
PVP01_1328700,UNC,"myosin-specific.chaperone.UNC,.putative"
PVP01_1328800,N/A,"CPP,UF"
PVP01_1328900,N/A,"splicing.factor.3B.subunit.4,.putative"
PVP01_1329000,N/A,"YTH.domain-containing.protein,.putative"
PVP01_1329100,GR,"glutathione.reductase,.putative"
PVP01_1329200,N/A,"CPP,UF"
PVP01_1329300,N/A,"CPP,UF"
PVP01_1329400,N/A,"CPP,UF"
PVP01_1329500,N/A,"CPP,UF"
PVP01_1329600,GST,"glutathione.S-transferase,.putative"
PVP01_1329700,N/A,"thioredoxin-like.protein,.putative"
PVP01_1329800,SPB4,"ATP-dependent.rRNA.helicase.SPB4,.putative"
PVP01_1329900,N/A,"CPP,UF"
PVP01_1330000,DBP4,"ATP-dependent.RNA.helicase.DBP4,.putative"
PVP01_1330100,N/A,signal.recognition.particle.RNA
PVP01_1330200,N/A,5S.ribosomal.RNA
PVP01_1330300,N/A,5S.ribosomal.RNA
PVP01_1330400,N/A,5S.ribosomal.RNA
PVP01_1330500,N/A,tRNA.Proline
PVP01_1330600,N/A,"calmodulin,.putative"
PVP01_1330700,N/A,"CPP,UF"
PVP01_1330800,LISP1,"liver.specific.protein.1,.putative"
PVP01_1330900,UFD1,"ubiquitin.fusion.degradation.protein.1,.putative"
PVP01_1331000,N/A,"CPP,UF"
PVP01_1331100,MCM2,"DNA.replication.licensing.factor.MCM2,.putative"
PVP01_1331200,N/A,"CPP,UF"
PVP01_1331300,N/A,"CPP,UF"
PVP01_1331400,CBF5,"H/ACA.ribonucleoprotein.complex.subunit.4,.putative"
PVP01_1331500,EPAC,"rap.guanine.nucleotide.exchange.factor,.putative"
PVP01_1331600,ATG4,"cysteine.protease.ATG4,.putative"
PVP01_1331700,N/A,"NOT.family.protein,.putative"
PVP01_1331800,N/A,"CPP,UF"
PVP01_1331900,IMC1l,"inner.membrane.complex.protein.1l,.putative"
PVP01_1332000,N/A,"prefoldin.subunit.2,.putative"
PVP01_1332100,N/A,"lysine--tRNA.ligase,.putative"
PVP01_1332200,N/A,"CPP,UF"
PVP01_1332300,N/A,"CPP,UF"
PVP01_1332400,GDH1,"NADP-specific.glutamate.dehydrogenase,.putative"
PVP01_1332500,N/A,"CPP,UF"
PVP01_1332600,N/A,"CPP,UF"
PVP01_1332700,MCA3,metacaspase-like.protein
PVP01_1332800,SEY1,"protein.SEY1,.putative"
PVP01_1332900,N/A,"CPP,UF"
PVP01_1333000,N/A,"zinc.finger.protein,.putative"
PVP01_1333100,N/A,"dimethyladenosine.transferase,.putative"
PVP01_1333200,SPT,"serine.palmitoyltransferase,.putative"
PVP01_1333300,N/A,"CPP,UF"
PVP01_1333400,N/A,"CPP,UF"
PVP01_1333500,N/A,"CPP,UF"
PVP01_1333600,N/A,"RNA-binding.protein.Nova-1,.putative"
PVP01_1333700,N/A,"DNA-directed.RNA.polymerases.I.and.III.subunit.RPAC2,.putative"
PVP01_1333800,N/A,"CPP,UF"
PVP01_1333900,UDG,"uracil-DNA.glycosylase,.putative"
PVP01_1334000,N/A,"ATP-dependent.protease,.putative"
PVP01_1334100,SMB1,"small.nuclear.ribonucleoprotein-associated.protein.B,.putative"
PVP01_1334200,N/A,"ubiquitin.carboxyl-terminal.hydrolase,.putative"
PVP01_1334300,Pgt1,"mRNA-capping.enzyme.subunit.alpha,.putative"
PVP01_1334400,ABCk2,"atypical.protein.kinase,.ABC-1.family,.putative"
PVP01_1334500,PP1,"serine/threonine.protein.phosphatase.PP1,.putative"
PVP01_1334600,N/A,"60S.ribosomal.protein.L10,.putative"
PVP01_1334700,N/A,"CPP,UF"
PVP01_1334800,N/A,"CPP,UF"
PVP01_1334900,RPN13,"26S.proteasome.regulatory.subunit.RPN13,.putative"
PVP01_1335000,N/A,"DnaJ.protein,.putative"
PVP01_1335100,DPH1,"diphthamide.biosynthesis.protein.1,.putative"
PVP01_1335200,N/A,"CPP,UF"
PVP01_1335300,N/A,"CPP,UF"
PVP01_1335400,SufC,"FeS.assembly.ATPase.SufC,.putative"
PVP01_1335500,N/A,"30S.ribosomal.protein.S9,.putative"
PVP01_1335600,N/A,"CPP,UF"
PVP01_1335700,N/A,"CPP,UF"
PVP01_1335800,N/A,"CPP,UF"
PVP01_1335900,N/A,"CPP,UF"
PVP01_1336000,N/A,"ubiquitin-conjugating.enzyme.E2,.putative"
PVP01_1336100,NMT,"glycylpeptide.N-tetradecanoyltransferase,.putative"
PVP01_1336200,N/A,"AAA.family.ATPase,.putative"
PVP01_1336300,N/A,"deoxyhypusine.synthase,.putative"
PVP01_1336400,ACT2,actin.II
PVP01_1336500,N/A,"CPP,UF"
PVP01_1336600,NTF2,"nuclear.transport.factor.2,.putative"
PVP01_1336700,N/A,"CPP,UF"
PVP01_1336800,MCMBP,"mini-chromosome.maintenance.complex-binding.protein,.putative"
PVP01_1336900,N/A,"p1/s1.nuclease,.putative"
PVP01_1337000,N/A,"p1/s1.nuclease,.putative"
PVP01_1337100,N/A,"CPP,UF"
PVP01_1337200,N/A,"methyltransferase,.putative"
PVP01_1337300,N/A,"GTP-binding.protein,.putative"
PVP01_1337400,N/A,"CPP,UF"
PVP01_1337500,PREX,"plastid.replication-repair.enzyme,.putative"
PVP01_1337600,N/A,"CPP,UF"
PVP01_1337700,ROM8,"rhomboid.protease.ROM8,.putative"
PVP01_1337800,N/A,"CPP,UF"
PVP01_1337900,N/A,"CPP,UF"
PVP01_1338000,N/A,"ribosome.maturation.protein.SBDS,.putative"
PVP01_1338100,N/A,"ankyrin-repeat.protein,.putative"
PVP01_1338200,N/A,"CPP,UF"
PVP01_1338300,eIF2gamma,"eukaryotic.translation.initiation.factor.2.subunit.gamma,.putative"
PVP01_1338400,N/A,"CPP,UF"
PVP01_1338500,RAP1,rhoptry-associated.protein.1
PVP01_1338600,N/A,"WD.repeat-containing.protein,.putative"
PVP01_1338700,N/A,"CTP.synthase,.putative"
PVP01_1338800,N/A,"alpha/beta.hydrolase,.putative"
PVP01_1338900,EMC2,"ER.membrane.protein.complex.subunit.2,.putative"
PVP01_1339000,CDS,"cytidine.diphosphate-diacylglycerol.synthase,.putative"
PVP01_1339100,CELF2,"CUGBP.Elav-like.family.member.2,.putative"
PVP01_1339200,N/A,"CPP,UF"
PVP01_1339300,N/A,"CPP,UF"
PVP01_1339400,N/A,"CPP,UF"
PVP01_1339500,N/A,"CPP,UF"
PVP01_1339600,N/A,"CPP,UF"
PVP01_1339700,DDI1,"DNA.damage-inducible.protein.1,.putative"
PVP01_1339800,N/A,"CPP,UF"
PVP01_1339900,N/A,"aldo-keto.reductase,.putative"
PVP01_1340000,N/A,"WD.repeat-containing.protein,.putative"
PVP01_1340100,N/A,"tRNA-dihydrouridine.synthase,.putative"
PVP01_1340200,N/A,"CPP,UF"
PVP01_1340300,N/A,"conserved.protein,.unknown.function"
PVP01_1340400,N/A,"40S.ribosomal.protein.S8e,.putative"
PVP01_1340500,N/A,"CPP,UF"
PVP01_1340600,FANCJ,"FANCJ-like.helicase,.putative"
PVP01_1340700,N/A,"CPP,UF"
PVP01_1340800,AP2-G2,"AP2.domain.transcription.factor.AP2-G2,.putative"
PVP01_1340900,PM4,"plasmepsin.IV,.putative"
PVP01_1341000,N/A,"CPP,UF"
PVP01_1341100,N/A,"CPP,UF"
PVP01_1341200,N/A,"multifunctional.methyltransferase.subunit.TRM112,.putative"
PVP01_1341300,N/A,"CPP,UF"
PVP01_1341400,PRP38B,"pre-mRNA-splicing.factor.38B,.putative"
PVP01_1341500,N/A,"CPP,UF"
PVP01_1341600,NOP1,"rRNA.2'-O-methyltransferase.fibrillarin,.putative"
PVP01_1341700,CCp3,"LCCL.domain-containing.protein,.putative"
PVP01_1341800,N/A,"radical.SAM.protein,.putative"
PVP01_1341900,GAPM3,"glideosome.associated.protein.with.multiple.membrane.spans.3,.putative"
PVP01_1342000,VPS29,"vacuolar.protein.sorting-associated.protein.29,.putative"
PVP01_1342100,ClpC,"ATP-dependent.Clp.protease.regulatory.subunit.ClpC,.putative"
PVP01_1342200,WDR65,"WD.repeat-containing.protein.65,.putative"
PVP01_1342300,PPR,"pentatricopeptide.repeat.domain-containing.protein,.putative"
PVP01_1342400,GDPD,"glycerophosphodiester.phosphodiesterase,.putative"
PVP01_1342500,N/A,"CPP,UF"
PVP01_1342600,N/A,"CPP,UF"
PVP01_1342700,RBM8A,"RNA-binding.protein.8A,.putative"
PVP01_1342800,N/A,"CPP,UF"
PVP01_1342900,N/A,"RNA-binding.protein,.putative"
PVP01_1343000,BOP1,"ribosome.biogenesis.protein.BOP1,.putative"
PVP01_1343100,N/A,"RING.zinc.finger.protein,.putative"
PVP01_1343200,RNR,"ribonucleoside-diphosphate.reductase.small.chain,.putative"
PVP01_1343300,CBWD1,"COBW.domain-containing.protein.1,.putative"
PVP01_1343400,MutS,"DNA.mismatch.repair.protein,.putative"
PVP01_1343500,N/A,"CPP,UF"
PVP01_1343600,BET5,"trafficking.protein.particle.complex.subunit.1,.putative"
PVP01_1343700,N/A,"GTPase-activating.protein,.putative"
PVP01_1343800,N/A,"CPP,UF"
PVP01_1343900,N/A,"CPP,UF"
PVP01_1344000,N/A,"CPP,UF"
PVP01_1344100,N/A,"CPP,UF"
PVP01_1344200,ACalpha,"adenylyl.cyclase.alpha,.putative"
PVP01_1344300,RRP5,"rRNA.biogenesis.protein.RRP5,.putative"
PVP01_1344400,N/A,"50S.ribosomal.protein.L16,.putative"
PVP01_1344500,SOAP,"secreted.ookinete.adhesive.protein,.putative"
PVP01_1344600,N/A,"CPP,UF"
PVP01_1344700,N/A,"cytochrome.c,.putative"
PVP01_1344800,RPB4,"DNA-directed.RNA.polymerase.II.subunit.RPB4,.putative"
PVP01_1344900,CPPED1,"serine/threonine.protein.phosphatase.CPPED1,.putative"
PVP01_1345000,MISFIT,"nuclear.formin-like.protein.MISFIT,.putative"
PVP01_1345100,TRAM,"translocation.associated.membrane.protein,.putative"
PVP01_1345200,Sel1,"selenoprotein,.putative"
PVP01_1345300,N/A,"dynein.light.chain,.putative"
PVP01_1345400,N/A,"CPP,UF"
PVP01_1345500,N/A,"CPP,UF"
PVP01_1345600,N/A,"CPP,UF"
PVP01_1345700,CND1,"condensin.complex.subunit.1,.putative"
PVP01_1345800,N/A,"CPP,UF"
PVP01_1345900,N/A,"CPP,UF"
PVP01_1346000,N/A,"CPP,UF"
PVP01_1346100,SR140,"U2.snRNP-associated.SURP.motif-containing.protein,.putative"
PVP01_1346200,N/A,"ribosomal.protein.S27a,.putative"
PVP01_1346300,N/A,small.nucleolar.RNA.snoR22
PVP01_1346400,N/A,"zinc.finger.protein,.putative"
PVP01_1346500,RPN6,"26S.proteasome.regulatory.subunit.RPN6,.putative"
PVP01_1346600,N/A,"CPP,UF"
PVP01_1346700,N/A,"CPP,UF"
PVP01_1346800,N/A,"CPP,UF"
PVP01_1346900,N/A,"CPP,UF"
PVP01_1347000,CK,"choline.kinase,.putative"
PVP01_1347100,N/A,"CPP,UF"
PVP01_1347200,N/A,PIR.protein
PVP01_1347300,N/A,PIR.protein
PVP01_1347400,N/A,PIR.protein
PVP01_1347500,N/A,PIR.protein
PVP01_1347600,N/A,PIR.protein
PVP01_1347700,N/A,PIR.protein
PVP01_1347800,N/A,PIR.protein
PVP01_1400100,N/A,"PEP,UF"
PVP01_1400200,N/A,PIR.protein
PVP01_1400300,N/A,"PEP,UF"
PVP01_1400400,N/A,PIR.protein
PVP01_1400500,N/A,"Plasmodium.exported.protein.(PHIST),.unknown.function,.pseudogene"
PVP01_1400600,N/A,"PEP,UF,.pseudogene"
PVP01_1400700,N/A,"PEP,UF"
PVP01_1400800,N/A,"PEP,UF"
PVP01_1400900,N/A,"PEP,UF"
PVP01_1401000,N/A,"PEP,UF"
PVP01_1401100,N/A,"PEP,UF"
PVP01_1401200,N/A,"PEP,UF"
PVP01_1401300,N/A,"PEP,UF"
PVP01_1401400,N/A,"cytoadherence.linked.asexual.protein,.CLAG,.putative"
PVP01_1401500,N/A,"PEP,UF"
PVP01_1401600,N/A,"PEP,UF"
PVP01_1401700,N/A,"PEP,UF"
PVP01_1401800,TRAG21,tryptophan-rich.protein
PVP01_1401900,N/A,"lysophospholipase,.putative"
PVP01_1402000,N/A,hypothetical.protein
PVP01_1402100,N/A,"PEP,UF"
PVP01_1402200,N/A,"PEP,UF"
PVP01_1402300,N/A,"PEP,UF"
PVP01_1402400,RBP2a,reticulocyte.binding.protein.2a
PVP01_1402500,N/A,"CPP,UF"
PVP01_1402600,N/A,"CPP,UF"
PVP01_1402700,N/A,"PEP,UF"
PVP01_1402800,N/A,"PEP,UF"
PVP01_1402900,N/A,hypothetical.protein
PVP01_1403000,GAP,"gametocyte.associated.protein,.putative"
PVP01_1403100,ETRAMP,early.transcribed.membrane.protein
PVP01_1403200,N/A,hypothetical.protein
PVP01_1403300,N/A,"CPP,UF"
PVP01_1403400,N/A,"CPP,UF"
PVP01_1403500,DOHH,"deoxyhypusine.hydroxylase,.putative"
PVP01_1403600,N/A,"ATP-dependent.RNA.helicase.DHR1,.putative"
PVP01_1403700,N/A,"40S.ribosomal.protein.S7,.putative"
PVP01_1403800,N/A,"CPP,UF"
PVP01_1403900,N/A,"CPP,UF"
PVP01_1404000,N/A,"methyltransferase,.putative"
PVP01_1404100,VAMP8,"SNARE.protein,.putative"
PVP01_1404200,N/A,"CPP,UF"
PVP01_1404300,LisH,"LisH.domain-containing.protein,.putative"
PVP01_1404400,NHE,"sodium/hydrogen.exchanger,.Na+,.H+.antiporter,.putative"
PVP01_1404500,N/A,"CPP,UF"
PVP01_1404600,N/A,"CPP,UF"
PVP01_1404700,N/A,"CPP,UF"
PVP01_1404800,N/A,"CPP,UF"
PVP01_1404900,N/A,"condensin.complex.subunit.2,.putative"
PVP01_1405000,LigI,"DNA.ligase.I,.putative"
PVP01_1405100,MIT2,"CorA-like.Mg2+.transporter.protein,.putative"
PVP01_1405200,N/A,"CPP,UF"
PVP01_1405300,N/A,"CPP,UF"
PVP01_1405400,N/A,"small.heat.shock.protein,.putative"
PVP01_1405500,N/A,"CPP,UF"
PVP01_1405600,CYC4,"cyclin,.putative"
PVP01_1405700,NIF1,"NLI.interacting.factor-like.phosphatase,.putative"
PVP01_1405800,RPB11,"DNA-directed.RNA.polymerase.II.subunit.RPB11,.putative"
PVP01_1405900,N/A,"MCL1.domain-containing.protein,.putative"
PVP01_1406000,N/A,"CPP,UF"
PVP01_1406100,ApiAP2,"AP2.domain.transcription.factor,.putative"
PVP01_1406200,N/A,"CPP,UF"
PVP01_1406300,N/A,"AAR2.protein,.putative"
PVP01_1406400,MKP1,"mitogen-activated.protein.kinase.phosphatase.1,.putative"
PVP01_1406500,S2P,"site-2.protease.S2P,.putative"
PVP01_1406600,N/A,"CPP,UF"
PVP01_1406700,N/A,"CPP,UF"
PVP01_1406800,N/A,"CPP,UF"
PVP01_1406900,N/A,"CPP,UF"
PVP01_1407000,N/A,"CPP,UF"
PVP01_1407100,N/A,"CPP,UF"
PVP01_1407200,N/A,"SAM.dependent.methyltransferase,.putative"
PVP01_1407300,RPT4,"26S.protease.regulatory.subunit.10B,.putative"
PVP01_1407400,N/A,"MORN.repeat.protein,.putative"
PVP01_1407500,N/A,"V-type.proton.ATPase.subunit.H,.putative"
PVP01_1407600,N/A,"CPP,UF"
PVP01_1407700,N/A,"RED-like.protein,.putative"
PVP01_1407800,SNRPA,"U1.small.nuclear.ribonucleoprotein.A,.putative"
PVP01_1407900,RRP40,"exosome.complex.component.RRP40,.putative"
PVP01_1408000,UTP6,"U3.small.nucleolar.RNA-associated.protein.6,.putative"
PVP01_1408100,N/A,"DnaJ.protein,.putative"
PVP01_1408200,DBP6,"ATP-dependent.RNA.helicase.DBP6,.putative"
PVP01_1408300,N/A,"CPP,UF"
PVP01_1408400,N/A,"CPP,UF"
PVP01_1408500,N/A,"DNA-directed.RNA.polymerase.alpha.chain,.putative"
PVP01_1408600,N/A,"CPP,UF"
PVP01_1408700,N/A,"FHA.domain-containing.protein,.putative"
PVP01_1408800,N/A,"CPP,UF"
PVP01_1408900,N/A,"tripartite.motif.protein,.putative"
PVP01_1409000,N/A,"CPP,UF"
PVP01_1409100,N/A,"CCAAT-binding.transcription.factor,.putative"
PVP01_1409200,cpsSII,"carbamoyl.phosphate.synthetase,.putative"
PVP01_1409300,RPS27,"40S.ribosomal.protein.S27,.putative"
PVP01_1409400,N/A,"CPP,UF"
PVP01_1409500,N/A,"CPP,UF"
PVP01_1409600,N/A,"CPP,UF"
PVP01_1409700,N/A,"CPP,UF"
PVP01_1409800,INT,"tyrosine.recombinase,.putative"
PVP01_1409900,DCP2,"mRNA-decapping.enzyme.2,.putative"
PVP01_1410000,N/A,"CPP,UF"
PVP01_1410100,N/A,"60S.ribosomal.protein.L24,.putative"
PVP01_1410200,PPM6,"protein.phosphatase.PPM6,.putative"
PVP01_1410300,PRPF3,"U4/U6.small.nuclear.ribonucleoprotein.PRP3,.putative"
PVP01_1410400,N/A,"HORMA.domain.protein,.putative"
PVP01_1410500,GAR1,"H/ACA.ribonucleoprotein.complex.subunit.1,.putative"
PVP01_1410600,N/A,"ribosomal.RNA.methyltransferase,.putative"
PVP01_1410700,VPS18,"vacuolar.protein.sorting-associated.protein.18,.putative"
PVP01_1410800,N/A,"CPP,UF"
PVP01_1410900,N/A,"CPP,UF"
PVP01_1411000,OSCP,"ATP.synthase.subunit.O,.mitochondrial,.putative"
PVP01_1411100,N/A,"CPP,UF"
PVP01_1411200,N/A,"CPP,UF"
PVP01_1411300,N/A,"zinc.finger.protein,.putative"
PVP01_1411400,N/A,"CPP,UF"
PVP01_1411500,N/A,"conserved.protein,.unknown.function"
PVP01_1411600,RAB5b,"ras-related.protein.Rab-5B,.putative"
PVP01_1411700,N/A,"RNA-binding.protein,.putative"
PVP01_1411800,N/A,"CPP,UF"
PVP01_1411900,N/A,"30S.ribosomal.protein.S15,.putative"
PVP01_1412000,ISD11,"protein.ISD11,.putative"
PVP01_1412100,N/A,"meiosis-specific.nuclear.structural.protein.1,.putative"
PVP01_1412200,N/A,"alternative.splicing.regulator,.putative"
PVP01_1412300,N/A,"ATP.synthase.subunit.gamma,.mitochondrial,.putative"
PVP01_1412400,AP1M1,"AP-1.complex.subunit.mu-1,.putative"
PVP01_1412500,RPT1,"26S.protease.regulatory.subunit.7,.putative"
PVP01_1412600,N/A,"CPP,UF"
PVP01_1412700,N/A,"cytochrome.c,.putative"
PVP01_1412800,M1AAP,"M1-family.alanyl.aminopeptidase,.putative"
PVP01_1412900,vapA,"V-type.proton.ATPase.catalytic.subunit.A,.putative"
PVP01_1413000,MCAT,"malonyl.CoA-acyl.carrier.protein.transacylase,.putative"
PVP01_1413100,N/A,"GYF.domain-containing.protein,.putative"
PVP01_1413200,N/A,"CPP,UF"
PVP01_1413300,N/A,"mitochondrial.ribosomal.protein.S35.precursor,.putative"
PVP01_1413400,IF2a,"translation.initiation.factor.IF-2,.putative"
PVP01_1413450,ARA1,"apical.ring.associated.protein.1,.putative"
PVP01_1413500,N/A,"CPP,UF"
PVP01_1413600,BCKDHA,"2-oxoisovalerate.dehydrogenase.subunit.alpha,.mitochondrial,.putative"
PVP01_1413700,N/A,"CPP,UF"
PVP01_1413800,EIF4G,"eukaryotic.translation.initation.factor.4.gamma,.putative"
PVP01_1413900,NEDD8,"ubiquitin-like.protein.nedd8.homologue,.putative"
PVP01_1414000,N/A,"CPP,UF"
PVP01_1414100,MTFMT,"methionyl-tRNA.formyltransferase,.putative"
PVP01_1414200,N/A,"peptidyl-prolyl.cis-trans.isomerase,.putative"
PVP01_1414300,N/A,"DEAD.box.helicase,.putative"
PVP01_1414400,N/A,"CPP,UF"
PVP01_1414500,N/A,"CPP,UF"
PVP01_1414600,N/A,"Maf-like.protein,.putative"
PVP01_1414700,N/A,"CPP,UF"
PVP01_1414800,N/A,"ankyrin-repeat.protein,.putative"
PVP01_1414900,N/A,"CPP,UF"
PVP01_1415000,N/A,"CPP,UF"
PVP01_1415100,TERT,"telomerase.reverse.transcriptase,.putative"
PVP01_1415200,N/A,"CPP,UF"
PVP01_1415300,N/A,"CPP,UF"
PVP01_1415400,N/A,"transmembrane.emp24.domain-containing.protein,.putative"
PVP01_1415500,LipL1,"lipoate-protein.ligase.1,.putative"
PVP01_1415600,N/A,"pinin/SDK/MemA.domain-containing.protein,.putative"
PVP01_1415700,N/A,"ubiquitin-like.protein,.putative"
PVP01_1415800,N/A,"TFIIH.basal.transcription.factor.subunit,.putative"
PVP01_1415900,N/A,"CPP,UF"
PVP01_1416000,PK9,"serine/threonine.protein.kinase.PK9,.putative"
PVP01_1416100,N/A,"CPP,UF"
PVP01_1416200,N/A,"CPP,UF"
PVP01_1416300,N/A,"zinc.finger.(CCCH.type).protein,.putative"
PVP01_1416400,N/A,"CPP,UF"
PVP01_1416500,PIS,"phosphatidylinositol.synthase,.putative"
PVP01_1416600,GCD14,"tRNA.(adenine(58)-N(1))-methyltransferase.catalytic.subunit.TRM61,.putative"
PVP01_1416700,MYB1,"transcription.factor.MYB1,.putative"
PVP01_1416800,N/A,"exportin-T,.putative"
PVP01_1416900,N/A,"protein.kinase,.putative"
